NAME	LOCATION	STATUS	LATX	LONGX	TYPE
Humeros, Los	México	Holocene?	19.68333333	-97.45	Calderas
Atlixcos, Los	México	Holocene	19.80888889	-96.52638889	Shield volcano
Naolinco Volc Field	México	Radiocarbon	19.66666667	-96.75	Pyroclastic cones
Cofre de Perote	México	Radiocarbon	19.49166667	-97.15	Shield volcanoes
Gloria, La	México	Holocene	19.33333333	-97.25	Volcanic field
Cumbres,  Las	México	Radiocarbon	19.15	-97.26666667	Stratovolcano
Popocatépetl	México	Historical	19.02333333	-98.62222222	Stratovolcanoes
Orizaba, Pico de	México	Historical	19.03	-97.26805556	Stratovolcano
San Martín	México	Historical	18.56666667	-95.2	Shield volcano
Chichón, El	México	Historical	17.36	-93.22777778	Lava domes
Tacaná	México	Historical	15.13	-92.1125	Stratovolcano
Tajumulco	Guatemala	Holocene	15.03444444	-91.90333333	Stratovolcano
Santa María	Guatemala	Historical	14.75583333	-91.55166667	Stratovolcano
Almolonga	Guatemala	Historical	14.81666667	-91.48333333	Stratovolcano
Atitlán	Guatemala	Historical	14.58277778	-91.18638889	Stratovolcano
Tolimán	Guatemala	Holocene	14.6125	-91.18916667	Stratovolcano
Acatenango	Guatemala	Historical	14.50055556	-90.87583333	Stratovolcano
Fuego	Guatemala	Historical	14.47277778	-90.88027778	Stratovolcano
Agua	Guatemala	Holocene	14.46472222	-90.74305556	Stratovolcano
Cuilapa-Barbarena	Guatemala	Holocene	14.33333333	-90.4	Volcanic field
Pacaya	Guatemala	Historical	14.38083333	-90.60111111	Complex volcano
Jumaytepeque	Guatemala	Holocene?	14.33555556	-90.26944444	Stratovolcano
Tecuamburro	Guatemala	Radiocarbon	14.15611111	-90.40694444	Stratovolcano
Moyuta	Guatemala	Hot Springs	14.03333333	-90.1	Stratovolcano
Flores	Guatemala	Holocene	14.30777778	-89.99222222	Volcanic field
Tahual	Guatemala	Holocene	14.43333333	-89.9	Stratovolcano
Santiago, Cerro	Guatemala	Holocene	14.33333333	-89.86666667	Volcanic field
Suchitán	Guatemala	Holocene	14.4	-89.78333333	Stratovolcanoes
Chingo	Guatemala	Holocene	14.11666667	-89.73333333	Stratovolcano
Ixtepeque	Guatemala	Holocene	14.41666667	-89.68333333	Lava domes
Ipala	Guatemala	Holocene	14.55	-89.63333333	Stratovolcano
Chiquimula Volc Field	Guatemala	Holocene	14.83333333	-89.55	Cinder cones
Quezaltepeque	Guatemala	Holocene	14.56666667	-89.45	Volcanic field
San Diego	El Salvador	Holocene	14.26666667	-89.48333333	Volcanic field
Singüil, Cerro	El Salvador	Holocene	14.05	-89.65	Cinder cones
Apaneca Range	El Salvador	Holocene	13.89083333	-89.78611111	Stratovolcanoes
Santa Ana	El Salvador	Historical	13.85333333	-89.63	Stratovolcano
Izalco	El Salvador	Historical	13.8125	-89.63277778	Stratovolcano
Coatepeque Caldera	El Salvador	Holocene	13.86666667	-89.55	Caldera
Cinotepeque, Cerro	El Salvador	Holocene	14.01666667	-89.25	Volcanic field
Guazapa	El Salvador	Holocene?	13.9	-89.11666667	Stratovolcano
San Salvador	El Salvador	Historical	13.73416667	-89.29388889	Stratovolcano
Ilopango	El Salvador	Historical	13.67166667	-89.05333333	Caldera
Apastepeque Field	El Salvador	Holocene	13.71666667	-88.76666667	Volcanic field
Taburete	El Salvador	Holocene?	13.435	-88.53194444	Stratovolcano
San Vicente	El Salvador	Holocene	13.59527778	-88.8375	Stratovolcano
Usulután	El Salvador	Holocene	13.41888889	-88.47055556	Stratovolcano
Tigre, El	El Salvador	Holocene	13.46666667	-88.43333333	Stratovolcano
Tecapa	El Salvador	Holocene	13.49388889	-88.50222222	Stratovolcano
Chinameca	El Salvador	Holocene	13.47777778	-88.33027778	Stratovolcano
Aramuaca, Laguna	El Salvador	Holocene	13.42833333	-88.105	Maar
San Miguel	El Salvador	Historical	13.43388889	-88.26916667	Stratovolcano
Conchagua	El Salvador	Uncertain	13.275	-87.845	Stratovolcano
Conchagüita	El Salvador	Historical	13.22861111	-87.7675	Stratovolcano
Tigre, Isla el	Honduras	Holocene	13.27222222	-87.64055556	Stratovolcano
Zacate Grande, Isla	Honduras	Holocene	13.33333333	-87.63333333	Stratovolcano
Yojoa, Lake	Honduras	Holocene	14.98333333	-87.98333333	Volcanic field
Utila Island	Honduras	Holocene	16.1	-86.9	Pyroclastic cones
Cosigüina	Nicaragua	Historical	12.98333333	-87.56666667	Stratovolcano
San Cristóbal	Nicaragua	Historical	12.70166667	-87.00361111	Stratovolcano
Telica	Nicaragua	Historical	12.6025	-86.845	Stratovolcanoes
Rota	Nicaragua	Holocene	12.55	-86.75	Stratovolcano
Negro, Cerro	Nicaragua	Historical	12.50611111	-86.70194444	Cinder cones
Pilas, Las	Nicaragua	Historical	12.49472222	-86.68833333	Complex volcano
Apoyeque	Nicaragua	Radiocarbon	12.24166667	-86.34166667	Pyroclastic shield
Nejapa-Miraflores	Nicaragua	Tephrochronology	12.11666667	-86.31666667	Fissure vents
Momotombo	Nicaragua	Historical	12.4225	-86.54	Stratovolcano
Granada	Nicaragua	Holocene	11.91666667	-85.98333333	Fissure vents
Masaya	Nicaragua	Historical	11.98416667	-86.16083333	Caldera
Zapatera	Nicaragua	Holocene	11.73333333	-85.81666667	Shield volcano
Mombacho	Nicaragua	Holocene	11.82611111	-85.9675	Stratovolcano
Concepción	Nicaragua	Historical	11.53777778	-85.6225	Stratovolcano
Maderas	Nicaragua	Holocene	11.44555556	-85.515	Stratovolcano
Estelí	Nicaragua	Holocene?	13.16666667	-86.4	Fissure vents
Ciguatepe, Cerro el	Nicaragua	Holocene?	12.53333333	-86.14166667	Stratovolcano
Lajas, Las	Nicaragua	Holocene?	12.3	-85.73333333	Shield volcano
Azul, Volcán	Nicaragua	Holocene	12.53333333	-83.86666667	Cinder cones
Orosí	Costa Rica	Holocene?	10.98	-85.47333333	Stratovolcanoes
Rincón de la Vieja	Costa Rica	Historical	10.83	-85.32388889	Complex volcano
Tenorio	Costa Rica	Holocene	10.67277778	-85.015	Stratovolcanoes
Arenal	Costa Rica	Historical	10.46333333	-84.70333333	Stratovolcano
Platanar	Costa Rica	Holocene	10.3	-84.36583333	Stratovolcanoes
Miravalles	Costa Rica	Historical	10.74833333	-85.15277778	Stratovolcano
Poás	Costa Rica	Historical	10.2	-84.23277778	Stratovolcano
Barva	Costa Rica	Tephrochronology	10.135	-84.1	Complex volcano
Irazú	Costa Rica	Historical	9.979166667	-83.8525	Stratovolcano
Turrialba	Costa Rica	Historical	10.025	-83.76694444	Stratovolcano
Barú	Panamá	Historical	8.807777778	-82.54277778	Stratovolcano
Valle, El	Panamá	Holocene?	8.583333333	-80.16666667	Stratovolcano
Romeral	Colombia	Radiocarbon	5.205833333	-75.36416667	Stratovolcano
Bravo, Cerro	Colombia	Radiocarbon	5.091666667	-75.3	Stratovolcano
Santa Isabel	Colombia	Radiocarbon	4.816666667	-75.36666667	Shield volcano
Ruiz, Nevado del	Colombia	Historical	4.895277778	-75.3225	Stratovolcano
Tolima, Nevado del	Colombia	Historical	4.666666667	-75.33333333	Stratovolcano
Machín	Colombia	Radiocarbon	4.483333333	-75.39166667	Stratovolcano
Huila, Nevado del	Colombia	Historical	2.933333333	-76.03333333	Stratovolcano
Sotará	Colombia	Holocene	2.108333333	-76.59166667	Stratovolcano
Petacas	Colombia	Holocene?	1.566666667	-76.78333333	Lava dome
Puracé	Colombia	Historical	2.316666667	-76.4	Stratovolcanoes
Doña Juana	Colombia	Historical	1.466666667	-76.91666667	Stratovolcano
Galeras	Colombia	Historical	1.216666667	-77.36666667	Complex volcano
Azufral	Colombia	Radiocarbon	1.083333333	-77.68333333	Stratovolcano
Cumbal	Colombia	Historical	0.95	-77.86666667	Stratovolcano
Negro de Mayasquer, Cerro	Colombia	Holocene?	0.8275	-77.96444444	Stratovolcano
Soche	Ecuador	Radiocarbon	0.552222222	-77.57972222	Stratovolcano
Chachimbiro	Ecuador	Radiocarbon	0.468055556	-78.28722222	Stratovolcano
Cuicocha	Ecuador	Radiocarbon	0.308333333	-78.36388889	Caldera
Imbabura	Ecuador	Radiocarbon	0.2575	-78.18277778	Compound volcano
Mojanda	Ecuador	Holocene?	0.133333333	-78.26666667	Stratovolcanoes
Cayambe	Ecuador	Historical	0.029166667	-77.98583333	Compound volcano
Pululagua	Ecuador	Radiocarbon	0.038333333	-78.46333333	Caldera
Reventador	Ecuador	Historical	-0.0775	-77.65583333	Stratovolcano
Atacazo	Ecuador	Radiocarbon	-0.352777778	-78.61694444	Stratovolcano
Chacana	Ecuador	Historical	-0.375	-78.25	Caldera
Guagua Pichincha	Ecuador	Historical	-0.170833333	-78.59833333	Stratovolcano
Antisana	Ecuador	Historical	-0.481388889	-78.14083333	Stratovolcano
Illiniza	Ecuador	Holocene	-0.659444444	-78.71361111	Stratovolcano
Sumaco	Ecuador	Historical	-0.538055556	-77.62583333	Stratovolcano
Cotopaxi	Ecuador	Historical	-0.677222222	-78.43611111	Stratovolcano
Quilotoa	Ecuador	Radiocarbon	-0.85	-78.9	Caldera
Chimborazo	Ecuador	Radiocarbon	-1.463888889	-78.815	Stratovolcano
Licto	Ecuador	Holocene?	-1.780277778	-78.61333333	Scoria cones
Tungurahua	Ecuador	Historical	-1.466944444	-78.44166667	Stratovolcano
Sangay	Ecuador	Historical	-2.0025	-78.34083333	Stratovolcano
Ecuador	Galápagos	Surface Exposure	-0.016666667	-91.54583333	Shield volcano
Fernandina	Galápagos	Historical	-0.366666667	-91.55	Shield volcano
Wolf	Galápagos	Historical	0.016666667	-91.35	Shield volcano
Darwin	Galápagos	Surface Exposure	-0.183333333	-91.28333333	Shield volcano
Alcedo	Galápagos	Historical	-0.433333333	-91.11666667	Shield volcano
Negra, Sierra	Galápagos	Historical	-0.833333333	-91.16666667	Shield volcano
Azul, Cerro	Galápagos	Historical	-0.916666667	-91.40833333	Shield volcano
Pinta	Galápagos	Historical	0.583333333	-90.75	Shield volcano
Genovesa	Galápagos	Holocene	0.316666667	-89.95833333	Shield volcano
Marchena	Galápagos	Historical	0.333333333	-90.46666667	Shield volcano
Santa Cruz	Galápagos	Holocene	-0.616666667	-90.33333333	Shield volcano
Santiago	Galápagos	Historical	-0.216666667	-90.76666667	Shield volcano
San Cristóbal	Galápagos	Holocene	-0.883333333	-89.5	Shield volcano
Quimsachata	Perú	Radiocarbon	-14.2	-71.33333333	Lava dome
Auquihuato, Cerro	Perú	Holocene?	-15.06666667	-73.18333333	Cinder cone
Sara Sara	Perú	Holocene	-15.33333333	-73.45	Stratovolcano
Coropuna	Perú	Holocene	-15.51666667	-72.65	Stratovolcano
Andahua-Orcopampa	Perú	Radiocarbon	-15.41666667	-72.33333333	Cinder cones
Huambo	Perú	Radiocarbon	-15.83333333	-72.13333333	Volcanic field
Sabancaya	Perú	Historical	-15.78333333	-71.85	Stratovolcanoes
Chachani, Nevado	Perú	Holocene?	-16.19138889	-71.52972222	Stratovolcano
Nicholson, Cerro	Perú	Holocene	-16.25833333	-71.75333333	Cinder cone
Misti, El	Perú	Historical	-16.29444444	-71.40888889	Stratovolcano
Ubinas	Perú	Historical	-16.355	-70.90305556	Stratovolcano
Ticsani	Perú	Tephrochronology	-16.755	-70.595	Lava domes
Huaynaputina	Perú	Historical	-16.60833333	-70.85	Stratovolcano
Tutupaca	Perú	Holocene	-17.02527778	-70.35833333	Stratovolcano
Yucamane	Perú	Historical	-17.18333333	-70.2	Stratovolcanoes
Casiri, Nevados	Perú	Holocene	-17.46666667	-69.81333333	Stratovolcanoes
Taapaca	Chile-N	Radiocarbon	-18.1	-69.5	Complex volcano
Parinacota	Chile-N	Surface Exposure	-18.16666667	-69.15	Stratovolcano
Tacora	Chile-N	Fumarolic	-17.71666667	-69.76666667	Stratovolcano
Tambo Quemado	Bolivia	Holocene	-18.61666667	-68.75	Pyroclastic shield
Guallatiri	Chile-N	Historical	-18.41666667	-69.09166667	Stratovolcano
Tata Sabaya	Bolivia	Holocene	-19.13333333	-68.53333333	Stratovolcano
Jayu Khota, Laguna	Bolivia	Holocene	-19.45	-67.41666667	Maars
Nuevo Mundo	Bolivia	Holocene?	-19.78333333	-66.48333333	Lava domes
Isluga	Chile-N	Historical	-19.15	-68.83333333	Stratovolcano
Pampa Luxsar	Bolivia	Holocene?	-20.85	-68.2	Volcanic field
Irruputuncu	Chile-N	Historical	-20.73333333	-68.55	Stratovolcano
Olca-Paruma	Chile-N	Historical	-20.93333333	-68.48333333	Stratovolcanoes
Azufre, Cerro del	Chile-N	Holocene?	-21.78722222	-68.2375	Stratovolcano
Ollagüe	Chile-N	Holocene?	-21.3	-68.18333333	Stratovolcano
San Pedro	Chile-N	Historical	-21.88333333	-68.4	Stratovolcanoes
Sairecabur	Chile-N	Holocene	-22.71666667	-67.89166667	Stratovolcanoes
Licancabur	Chile-N	Holocene	-22.83333333	-67.88333333	Stratovolcano
Guayaques	Chile-N	Holocene	-22.895	-67.56583333	Lava domes
Purico Complex	Chile-N	Holocene	-23	-67.75	Pyroclastic shield
Colachi	Chile-N	Holocene	-23.23638889	-67.645	Stratovolcano
Acamarachi	Chile-N	Holocene	-23.3	-67.61666667	Stratovolcano
Overo, Cerro	Chile-N	Holocene?	-23.51666667	-67.66666667	Maar
Chiliques	Chile-N	Holocene?	-23.58333333	-67.7	Stratovolcano
Putana	Chile-N	Historical	-22.55	-67.85	Stratovolcano
Cordón de Puntas Negras	Chile-N	Holocene	-23.74277778	-67.53416667	Stratovolcanoes
Miñiques	Chile-N	Holocene?	-23.81666667	-67.76666667	Stratovolcanoes
Tujle, Cerro	Chile-N	Holocene	-23.83333333	-67.95	Maar
Caichinque	Chile-N	Holocene?	-23.95	-67.73333333	Stratovolcanoes
Tilocalar	Chile-N	Holocene?	-23.96666667	-68.13333333	Stratovolcanoes
Negrillar, El	Chile-N	Holocene	-24.18333333	-68.25	Pyroclastic cones
Pular	Chile-N	Holocene?	-24.1875	-68.05416667	Stratovolcanoes
Negrillar, La	Chile-N	Holocene?	-24.28333333	-68.6	Pyroclastic cones
Socompa	Chile-N	Radiocarbon	-24.4	-68.25	Stratovolcano
Láscar	Chile-N	Historical	-23.36666667	-67.73333333	Stratovolcanoes
Escorial, Cerro	Chile-N	Holocene?	-25.08333333	-68.36666667	Stratovolcano
Llullaillaco	Chile-N	Historical	-24.71666667	-68.53333333	Stratovolcano
Cordón del Azufre	Chile-N	Holocene	-25.33333333	-68.51666667	Complex volcano
Bayo, Cerro	Chile-N	Holocene	-25.41666667	-68.58333333	Complex volcano
Nevada, Sierra	Chile-N	Holocene	-26.48333333	-68.58333333	Complex volcano
Falso Azufre	Chile-N	Holocene?	-26.8	-68.36666667	Complex volcano
Incahuasi, Nevado de	Chile-N	Holocene?	-27.04166667	-68.28333333	Stratovolcanoes
Lastarria	Chile-N	Holocene	-25.16666667	-68.5	Stratovolcano
Solo, El	Chile-N	Holocene	-27.10833333	-68.71666667	Stratovolcano
Ojos del Salado, Nevados	Chile-N	Tephrochronology	-27.11666667	-68.55	Stratovolcano
Copiapó	Chile-N	Uncertain	-27.3	-69.13333333	Stratovolcano
Tuzgle, Cerro	Argentina	Holocene?	-24.05	-66.48333333	Stratovolcano
Aracar	Argentina	Uncertain	-24.25	-67.76666667	Stratovolcano
Unnamed	Argentina	Holocene?	-25.1	-68.26666667	Pyroclastic cone
Antofagasta de la Sierra	Argentina	Holocene	-26.08333333	-67.5	Scoria cones
Cóndor, Cerro el	Argentina	Holocene	-26.61666667	-68.35	Stratovolcano
Peinado	Argentina	Holocene	-26.61666667	-68.15	Stratovolcano
Robledo	Argentina	Holocene	-26.76666667	-67.71666667	Caldera
Tipas	Argentina	Holocene	-27.2	-68.55	Complex volcano
Easter Island	Chile-Is	Holocene	-27.15	-109.3833333	Shield volcanoes
San Félix	Chile-Is	Holocene	-26.28333333	-80.11666667	Shield volcano
Robinson Crusoe	Chile-Is	Historical	-33.65833333	-78.85	Shield volcanoes
Unnamed	Chile-Is	Uncertain	-33.61666667	-76.83333333	Submarine volcano
Tupungatito	Chile-C	Historical	-33.4	-69.8	Stratovolcano
Maipo	Chile-C	Historical	-34.16055556	-69.83277778	Caldera
Palomo	Chile-C	Holocene	-34.60777778	-70.295	Stratovolcano
Atuel, Caldera del	Argentina	Holocene	-34.65	-70.05	Caldera
Risco Plateado	Argentina	Holocene?	-34.93333333	-70	Stratovolcano
San José	Chile-C	Historical	-33.78166667	-69.89722222	Stratovolcano
Tinguiririca	Chile-C	Historical	-34.81361111	-70.35194444	Stratovolcano
Infiernillo	Argentina	Radiocarbon	-35.14166667	-69.83333333	Volcanic field
Calabozos	Chile-C	Holocene	-35.55833333	-70.49638889	Caldera
Planchón-Peteroa	Chile-C	Historical	-35.24	-70.57	Stratovolcanoes
Descabezado Grande	Chile-C	Historical	-35.58333333	-70.75	Stratovolcanoes
Maule, Laguna del	Chile-C	Holocene	-36.01666667	-70.58333333	Caldera
San Pedro-Pellado	Chile-C	Holocene	-35.98916667	-70.84944444	Stratovolcanoes
Longaví, Nevado de	Chile-C	Radiocarbon	-36.19305556	-71.16083333	Stratovolcano
Blancas, Lomas	Chile-C	Holocene	-36.28583333	-71.00944444	Stratovolcano
Resago	Chile-C	Holocene	-36.45	-70.91666667	Cinder cone
Payún Matru	Argentina	Holocene	-36.41666667	-69.2	Shield volcano
Domuyo	Argentina	Holocene?	-36.58333333	-70.41666667	Stratovolcano
Azul, Cerro	Chile-C	Historical	-35.65333333	-70.76083333	Stratovolcano
Cochiquito Volc Group	Argentina	Holocene	-36.76666667	-69.81666667	Stratovolcanoes
Tromen	Argentina	Historical	-37.14166667	-70.03333333	Stratovolcanoes
Puesto Cortaderas	Argentina	Holocene	-37.56666667	-69.61666667	Pyroclastic cone
Chillán, Nevados de	Chile-C	Historical	-36.86333333	-71.37666667	Stratovolcano
Trocon	Argentina	Holocene?	-37.73333333	-70.9	Lava domes
Antuco	Chile-C	Historical	-37.40583333	-71.34916667	Stratovolcano
Callaqui	Chile-C	Historical	-37.91666667	-71.45	Stratovolcano
Mariñaqui, Laguna	Chile-C	Holocene	-38.26666667	-71.1	Cinder cones
Tolguaca	Chile-C	Holocene	-38.31	-71.645	Stratovolcano
Copahue	Chile-C	Historical	-37.85	-71.16666667	Stratovolcano
Tralihue	Argentina	Holocene	-38.51666667	-70.9	Stratovolcano
Lonquimay	Chile-C	Historical	-38.37666667	-71.58333333	Stratovolcano
Sollipulli	Chile-C	Radiocarbon	-38.96666667	-71.51666667	Caldera
Caburgua-Huelemolle	Chile-C	Tephrochronology	-39.25	-71.7	Cinder cones
Llaima	Chile-C	Historical	-38.69166667	-71.72861111	Stratovolcano
Quetrupillan	Chile-C	Historical	-39.5	-71.7	Stratovolcano
Lanín	Chile-C	Radiocarbon	-39.63277778	-71.49972222	Stratovolcano
Huanquihue Group	Argentina	Radiocarbon	-39.88333333	-71.58333333	Stratovolcanoes
Villarrica	Chile-C	Historical	-39.41666667	-71.93333333	Stratovolcano
Mocho-Choshuenco	Chile-C	Historical	-39.9275	-72.02694444	Stratovolcanoes
Carrán-Los Venados	Chile-C	Historical	-40.35	-72.06666667	Pyroclastic cones
Pantoja, Cerro	Chile-C	Holocene	-40.76666667	-71.95	Stratovolcano
Antillanca Group	Chile-C	Radiocarbon	-40.77083333	-72.15333333	Stratovolcanoes
Puyehue-Cordón Caulle	Chile-C	Historical	-40.59027778	-72.11722222	Stratovolcano
Puntiagudo-Cordón Cenizos	Chile-C	Historical	-40.96944444	-72.26388889	Stratovolcano
Tronador	Chile-S	Holocene?	-41.15694444	-71.88472222	Stratovolcano
Cayutué-La Viguería	Chile-S	Tephrochronology	-41.25	-72.26666667	Pyroclastic cones
Osorno	Chile-S	Historical	-41.1	-72.49305556	Stratovolcano
Cuernos del Diablo	Chile-S	Holocene	-41.4	-72	Stratovolcano
Yate	Chile-S	Holocene	-41.75472222	-72.39638889	Stratovolcano
Hornopirén	Chile-S	Holocene	-41.87444444	-72.43138889	Stratovolcano
Apagado	Chile-S	Holocene	-41.88333333	-72.58333333	Pyroclastic cone
Crater Basalt Volc Field	Chile-S/Argentina	Holocene	-42.01666667	-70.18333333	Cinder cones
Calbuco	Chile-S	Historical	-41.32611111	-72.61444444	Stratovolcano
Huequi	Chile-S	Historical	-42.37666667	-72.57805556	Stratovolcano
Chaitén	Chile-S	Historical	-42.83277778	-72.64583333	Caldera
Minchinmávida	Chile-S	Historical	-42.79305556	-72.43861111	Stratovolcano
Yanteles	Chile-S	Radiocarbon	-43.5	-72.8	Stratovolcanoes
Palena Volc Group	Chile-S	Holocene	-43.78333333	-72.46666667	Cinder cones
Melimoyu	Chile-S	Radiocarbon	-44.08333333	-72.88333333	Stratovolcano
Puyuhuapi	Chile-S	Holocene	-44.3	-72.53333333	Cinder cones
Mentolat	Chile-S	Historical	-44.7	-73.08333333	Stratovolcano
Cay	Chile-S	Holocene?	-45.05916667	-72.98416667	Stratovolcano
Maca	Chile-S	Radiocarbon	-45.1	-73.16666667	Stratovolcano
Hudson, Cerro	Chile-S	Historical	-45.9	-72.96666667	Stratovolcano
Río Murta	Chile-S	Holocene?	-46.16666667	-72.66666667	Pyroclastic cones
Arenales	Chile-S	Historical	-47.2	-73.48333333	Stratovolcano
Corcovado	Chile-S	Historical	-43.18333333	-72.8	Stratovolcano
Viedma	Argentina	Historical	-49.35833333	-73.28333333	Subglacial volcano
Aguilera	Chile-S	Radiocarbon	-50.33333333	-73.75	Stratovolcano
Reclus	Chile-S	Historical	-50.96388889	-73.58472222	Cinder cone
Lautaro	Chile-S	Historical	-49.01666667	-73.55	Stratovolcano
Burney, Monte	Chile-S	Historical	-52.33333333	-73.4	Stratovolcano
Palei-Aike Volc Field	Chile-S	Anthropology	-52	-70	Cinder cones
Fueguino	Chile-S	Historical	-54.95	-70.25	Lava domes
Saba	W Indies	Historical	17.63333333	-63.23333333	Stratovolcano
Quill, The	W Indies	Radiocarbon	17.47777778	-62.95972222	Stratovolcano
Liamuiga	W Indies	Radiocarbon	17.36666667	-62.8	Stratovolcano
Nevis Peak	W Indies	Holocene?	17.15	-62.58333333	Stratovolcano
Soufrière Hills	W Indies	Historical	16.71666667	-62.18333333	Stratovolcano
Soufrière Guadeloupe	W Indies	Historical	16.05	-61.66666667	Stratovolcano
Diables, Morne aux	W Indies	Holocene	15.6125	-61.43333333	Stratovolcano
Diablotins, Morne	W Indies	Holocene?	15.50333333	-61.39722222	Stratovolcano
Watt, Morne	W Indies	Historical	15.30666667	-61.305	Stratovolcanoes
Trois Pitons, Morne	W Indies	Radiocarbon	15.36666667	-61.33333333	Complex volcano
Plat Pays, Morne	W Indies	Radiocarbon	15.255	-61.34083333	Stratovolcano
Pelée	W Indies	Historical	14.81666667	-61.16666667	Stratovolcano
Qualibou	W Indies	Historical	13.83333333	-61.05	Caldera
Soufrière St. Vincent	W Indies	Historical	13.33333333	-61.18333333	Stratovolcano
Kick 'em Jenny	W Indies	Historical	12.30027778	-61.64	Submarine volcano
St. Catherine	W Indies	Holocene	12.15	-61.66666667	Stratovolcano
Snaefellsjökull	Iceland-W	Radiocarbon	64.8	-23.78333333	Stratovolcano
Helgrindur	Iceland-W	Holocene	64.86666667	-23.25	Pyroclastic cones
Ljósufjöll	Iceland-W	Anthropology	64.86666667	-22.23333333	Fissure vents
Reykjanes	Iceland-SW	Historical	63.88333333	-22.5	Crater rows
Krísuvík	Iceland-SW	Historical	63.93333333	-22.1	Crater rows
Brennisteinsfjöll	Iceland-SW	Historical	63.91666667	-21.83333333	Crater rows
Hrómundartindur	Iceland-S	Holocene?	64.07333333	-21.20166667	Stratovolcano
Hengill	Iceland-SW	Historical	64.08333333	-21.31666667	Crater rows
Grímsnes	Iceland-SW	Tephrochronology	64.03333333	-20.86666667	Crater rows
Prestahnukur	Iceland-SW	Radiocarbon	64.6	-20.58333333	Subglacial volcano
Hveravellir	Iceland-SW	Radiocarbon	64.75	-19.98333333	Subglacial volcano
Hofsjökull	Iceland-SW	Holocene	64.78333333	-18.91666667	Subglacial volcano
Vestmannaeyjar	Iceland-S	Historical	63.43333333	-20.28333333	Submarine volcanoes
Eyjafjallajökull	Iceland-S	Historical	63.63333333	-19.61666667	Stratovolcano
Katla	Iceland-S	Historical	63.63333333	-19.05	Subglacial volcano
Tindfjallajökull	Iceland-S	Holocene?	63.78333333	-19.56666667	Stratovolcano
Torfajökull	Iceland-S	Historical	63.91666667	-19.16666667	Stratovolcano
Hekla	Iceland-S	Historical	63.98333333	-19.7	Stratovolcano
Grímsvötn	Iceland-NE	Historical	64.41666667	-17.33333333	Caldera
Bárdarbunga	Iceland-NE	Historical	64.63333333	-17.53333333	Stratovolcano
Tungnafellsjökull	Iceland-NE	Holocene	64.73333333	-17.91666667	Stratovolcano
Kverkfjöll	Iceland-NE	Historical	64.65	-16.71666667	Stratovolcano
Askja	Iceland-NE	Historical	65.03333333	-16.75	Stratovolcano
Fremrinamur	Iceland-NE	Tephrochronology	65.43333333	-16.65	Stratovolcano
Krafla	Iceland-NE	Historical	65.73333333	-16.78333333	Caldera
Theistareykjarbunga	Iceland-NE	Tephrochronology	65.88333333	-16.83333333	Shield volcano
Tjörnes Fracture Zone	Iceland-N of	Historical	66.3	-17.1	Submarine volcano
Öraefajökull	Iceland-SE	Historical	64	-16.65	Stratovolcano
Esjufjöll	Iceland-SE	Uncertain	64.26666667	-16.65	Stratovolcano
Kolbeinsey Ridge	Iceland-N of	Historical	66.66666667	-18.5	Submarine volcano
Jan Mayen	Atlantic-N-Jan Mayen	Historical	71.08333333	-8.166666667	Stratovolcano
Unnamed	Arctic Ocean	Uncertain	88.26666667	-65.6	Submarine volcano?
Unnamed	Arctic Ocean	Holocene	85.58333333	85	Submarine volcano
Unnamed	Atlantic-N	Historical	49	-34.5	Submarine volcano
Unnamed	Atlantic-N	Uncertain	39.95	-25.83333333	Submarine volcano
Unnamed	Atlantic-N	Historical	38.75	-38.08333333	Submarine volcano
Flores	Azores	Radiocarbon	39.46222222	-31.21611111	Stratovolcanoes
Corvo	Azores	Holocene	39.69888889	-31.11083333	Stratovolcano
Fayal	Azores	Historical	38.6	-28.73333333	Stratovolcano
Pico	Azores	Historical	38.46666667	-28.4	Stratovolcano
San Jorge	Azores	Historical	38.65	-28.08333333	Fissure vent
Graciosa	Azores	Holocene	39.01666667	-27.96666667	Stratovolcano
Terceira	Azores	Historical	38.73333333	-27.31666667	Stratovolcanoes
Don Joao de Castro Bank	Azores	Historical	38.23333333	-26.63333333	Submarine volcano
Picos Volc System	Azores	Historical	37.78333333	-25.66666667	Pyroclastic cones
Sete Cidades	Azores	Historical	37.86666667	-25.78333333	Stratovolcano
Agua de Pau	Azores	Historical	37.76666667	-25.46666667	Stratovolcano
Furnas	Azores	Historical	37.76666667	-25.31666667	Stratovolcano
Monaco Bank	Azores	Historical	37.6	-25.88333333	Submarine volcano
Madeira	Azores	Radiocarbon	32.73333333	-16.96666667	Shield volcano
La Palma	Canary Is	Historical	28.56666667	-17.83333333	Stratovolcanoes
Hierro	Canary Is	Radiocarbon	27.73333333	-18.03333333	Shield volcano
Tenerife	Canary Is	Historical	28.27138889	-16.64083333	Stratovolcano
Gran Canaria	Canary Is	Radiocarbon	28	-15.58333333	Fissure vents
Fuerteventura	Canary Is	Holocene	28.35833333	-14.01666667	Fissure vents
Lanzarote	Canary Is	Historical	29.03333333	-13.63333333	Fissure vents
Fogo	Cape Verde Is	Historical	14.95	-24.35	Stratovolcano
Brava	Cape Verde Is	Holocene	14.85	-24.71666667	Stratovolcano
Sao Vicente	Cape Verde Is	Holocene	16.85	-24.96666667	Stratovolcano
Unnamed	Atlantic-C	Uncertain	7	-21.83333333	Submarine volcano?
Unnamed	Atlantic-C	Uncertain	4.2	-21.45	Submarine volcano
